Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units
116,2985 and 2987 Webster Ave,2985,WEBSTER AVENUE,2,New Construction,HPD,2,1434,10.0,2,49166,53700,3.0,49166.0,60400.0,4.0,49166.0,67100.0,,,,,,,,,,22248.0,10/24/14,2014,8/31/15,
117,338 and 340 Eldert Street,338,ELDERT STREET,3,New Construction,HPD,1,1000,4.0,1,34286,40320,2.0,34286.0,40320.0,,,,,,,,,,,,,27018.0,10/24/14,2014,2/1/16,
118,Park West Apartments,2026,WESTCHESTER AVENUE,2,New Construction,HDC,0,801,20.0,1,29143,35280,,,,,,,,,,,,,,,,51125.0,11/21/14,2014,6/20/16,
118,Park West Apartments,2026,WESTCHESTER AVENUE,2,New Construction,HDC,1,861,32.0,1,31235,35280,2.0,31235.0,40320.0,,,,,,,,,,,,,51125.0,11/21/14,2014,6/20/16,
118,Park West Apartments,2026,WESTCHESTER AVENUE,2,New Construction,HDC,2,1042,52.0,2,37509,40320,3.0,37509.0,45360.0,4.0,37509.0,50340.0,,,,,,,,,,51125.0,11/21/14,2014,6/20/16,
118,Park West Apartments,2026,WESTCHESTER AVENUE,2,New Construction,HDC,3,1196,2.0,3,43132,45360,4.0,43132.0,50340.0,5.0,43132.0,54420.0,6.0,43132.0,58440.0,,,,,,,51125.0,11/21/14,2014,6/20/16,
119,53 West 126th Street,53,WEST 126 STREET,1,New Construction,HPD,1,925,2.0,1,31715,41280,2.0,31715.0,41280.0,,,,,,,,,,,,,30463.0,11/19/14,2014,1/1/18,
120,Mother Arnetta Crawford Apartments,1500,HOE AVENUE,2,New Construction,HDC,1,861,26.0,1,31235,35280,2.0,31235.0,40320.0,,,,,,,,,,,,,45988.0,11/21/14,2014,11/17/15,
120,Mother Arnetta Crawford Apartments,1500,HOE AVENUE,2,New Construction,HDC,2,1042,33.0,2,37509,40320,3.0,37509.0,45360.0,4.0,37509.0,50340.0,,,,,,,,,,45988.0,11/21/14,2014,11/17/15,
120,Mother Arnetta Crawford Apartments,1500,HOE AVENUE,2,New Construction,HDC,3,1196,7.0,3,43132,45360,4.0,43132.0,50340.0,5.0,43132.0,54420.0,6.0,43132.0,58440.0,,,,,,,45988.0,11/21/14,2014,11/17/15,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,0,1234,6.0,1,48113,73500,,,,,,,,,,,,,,,,28887.0,11/28/14,2014,9/23/16,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,1,1554,1.0,1,60150,73500,2.0,60150.0,84000.0,,,,,,,,,,,,,28887.0,11/28/14,2014,9/23/16,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,2,1875,4.0,2,72263,84000,3.0,72263.0,94500.0,4.0,72263.0,104875.0,,,,,,,,,,28887.0,11/28/14,2014,9/23/16,
121,TPT Homes in Harlem Phase 1,152,WEST 124 STREET,1,New Construction,HPD,2,2165,2.0,2,83138,84000,3.0,83138.0,94500.0,4.0,83138.0,104875.0,,,,,,,,,,28887.0,11/28/14,2014,9/23/16,
122,25 Woodbine LLC,25,WOODBINE STREET,3,New Construction,HPD,1,1004,2.0,1,34423,40320,2.0,34423.0,40320.0,,,,,,,,,,,,,30986.0,12/2/14,2014,5/21/15,
123,530 West 45th Street,530,West 45 Street,1,New Construction,HPD,2,2460,10.0,2,86435,89640,3.0,86435.0,100845.0,4.0,86435.0,112050.0,,,,,,,,,,40597.0,7/21/12,2012,6/16/16,
123,530 West 45th Street,530,West 45 Street,1,New Construction,HPD,2,3020,30.0,2,105635,109560,3.0,105635.0,123255.0,4.0,105635.0,136950.0,,,,,,,,,,40597.0,7/21/12,2012,6/16/16,
123,530 West 45th Street,530,West 45 Street,1,New Construction,HPD,3,3483,5.0,3,122058,123255,4.0,122058.0,136950.0,5.0,122058.0,148005.0,6.0,122058.0,158895.0,,,,,,,40597.0,7/21/12,2012,6/16/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,1,845,47.0,1,30686,35280,2.0,30686.0,40320.0,,,,,,,,,,,,,52938.0,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,1,1214,28.0,1,43338,58800,2.0,43338.0,67200.0,,,,,,,,,,,,,52938.0,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,2,1026,72.0,2,36960,40320,3.0,36960.0,45360.0,4.0,36960.0,50340.0,,,,,,,,,,52938.0,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,2,1470,37.0,2,52183,67200,3.0,52183.0,75600.0,4.0,52183.0,83900.0,,,,,,,,,,52938.0,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,3,1179,12.0,3,42549,45360,4.0,42549.0,50340.0,5.0,42549.0,54420.0,6.0,42549.0,58440.0,,,,,,,52938.0,12/17/14,2014,11/3/16,
124,Webster Commons A B,3580,WEBSTER AVENUE,2,New Construction,HDC,3,1692,5.0,3,60138,75600,4.0,60138.0,83900.0,5.0,60138.0,90700.0,6.0,60138.0,97400.0,,,,,,,52938.0,12/17/14,2014,11/3/16,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,0,494,5.0,1,18618,23520,,,,,,,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,0,640,5.0,1,23623,29400,,,,,,,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,1,533,13.0,1,19989,23520,2.0,19989.0,26880.0,,,,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,1,689,13.0,1,25338,29400,2.0,25338.0,33600.0,,,,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,1,844,22.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,2,648,12.0,2,24000,26880,3.0,24000.0,30240.0,4.0,24000.0,33560.0,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,2,835,12.0,2,30412,33600,3.0,30412.0,37800.0,4.0,30412.0,41950.0,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,2,1022,36.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,3,743,4.0,3,27600,30240,4.0,27600.0,33560.0,5.0,27600.0,36280.0,6.0,27600.0,38960.0,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,3,959,4.0,3,36006,37800,4.0,36006.0,41950.0,5.0,36006.0,45350.0,6.0,36006.0,48700.0,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,3,1175,14.0,3,42412,45360,4.0,42412.0,50340.0,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,4,835,1.0,4,30858,33560,5.0,30858.0,36280.0,6.0,30858.0,38960.0,7.0,30858.0,41460.0,8.0,30858.0,44320.0,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,4,1076,1.0,4,39120,41950,5.0,39120.0,45350.0,6.0,39120.0,48700.0,7.0,39120.0,52050.0,8.0,39120.0,55400.0,,,,73220.0,12/19/14,2014,12/15/15,
125,Gateway Elton II,526,SCHROEDERS AVENUE,3,New Construction,HDC,4,1317,2.0,4,47383,50340,5.0,47383.0,54420.0,6.0,47383.0,58440.0,7.0,47383.0,62460.0,8.0,47383.0,66480.0,,,,73220.0,12/19/14,2014,12/15/15,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,0,494,10.0,1,18618,23520,,,,,,,,,,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,0,785,18.0,1,28595,35280,,,,,,,,,,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,1,533,14.0,1,19989,23520,2.0,19989.0,26880.0,,,,,,,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,1,844,33.0,1,30652,35280,2.0,30652.0,40320.0,,,,,,,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,2,648,4.0,2,24000,26880,3.0,24000.0,30240.0,4.0,24000.0,33560.0,,,,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,2,1022,55.0,2,36823,40320,3.0,36823.0,45360.0,4.0,36823.0,50340.0,,,,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,3,743,1.0,3,27600,30240,4.0,27600.0,33560.0,5.0,27600.0,36280.0,6.0,27600.0,38960.0,,,,,,,58239.0,12/25/14,2014,12/27/16,
126,Westchester Point,899,WESTCHESTER AVENUE,2,New Construction,HDC,3,1175,5.0,3,42412,45360,4.0,42412.0,50340.0,5.0,42412.0,54420.0,6.0,42412.0,58440.0,,,,,,,58239.0,12/25/14,2014,12/27/16,
132,1238 Decatur Street,1238,DECATUR STREET,3,New Construction,HPD,1,918,1.0,1,31475,35280,2.0,31475.0,40320.0,,,,,,,,,,,,,32453.0,12/17/14,2014,4/1/17,
132,1238 Decatur Street,1238,DECATUR STREET,3,New Construction,HPD,2,1034,2.0,2,35452,40320,3.0,35452.0,45360.0,4.0,35452.0,50340.0,,,,,,,,,,32453.0,12/17/14,2014,4/1/17,
133,200 East 39th Street,200,EAST 39 STREET,1,New Construction,HPD,0,847,5.0,1,30720,35280,,,,,,,,,,,,,,,,85789.0,1/15/15,2015,6/1/16,
133,200 East 39th Street,200,EAST 39 STREET,1,New Construction,HPD,1,909,11.0,1,32880,35280,2.0,32880.0,40320.0,,,,,,,,,,,,,85789.0,1/15/15,2015,6/1/16,
133,200 East 39th Street,200,EAST 39 STREET,1,New Construction,HPD,2,1101,3.0,2,39532,40320,3.0,39532.0,45360.0,4.0,39532.0,50340.0,,,,,,,,,,85789.0,1/15/15,2015,6/1/16,
134,1223 Broadway,1223,BROADWAY,3,New Construction,HPD,1,925,1.0,1,31715,35280,2.0,31715.0,40320.0,,,,,,,,,,,,,33303.0,1/22/15,2015,9/15/18,
134,1223 Broadway,1223,BROADWAY,3,New Construction,HPD,2,1040,1.0,2,35658,40320,3.0,35658.0,45360.0,4.0,35658.0,50340.0,,,,,,,,,,33303.0,1/22/15,2015,9/15/18,
135,88 Jefferson Street,88,JEFFERSON STREET,3,New Construction,HPD,2,1071,3.0,2,38946,40320,3.0,38946.0,45360.0,4.0,38946.0,50340.0,,,,,,,,,,29557.0,2/9/15,2015,2/10/16,
136,40 Riverside Boulevard,40,RIVERSIDE BOULEVARD,1,New Construction,HPD,0,833,10.0,1,30240,35280,,,,,,,,,,,,,,,,88526.0,2/18/15,2015,12/1/16,
136,40 Riverside Boulevard,40,RIVERSIDE BOULEVARD,1,New Construction,HPD,1,895,15.0,1,32400,35280,2.0,32400.0,40320.0,,,,,,,,,,,,,88526.0,2/18/15,2015,12/1/16,
136,40 Riverside Boulevard,40,RIVERSIDE BOULEVARD,1,New Construction,HPD,2,1082,30.0,2,38880,40320,3.0,38880.0,45360.0,4.0,38880.0,50340.0,,,,,,,,,,88526.0,2/18/15,2015,12/1/16,
138,Prospero Hall,100,EAST 118 STREET,1,New Construction,HPD,0,539,32.0,1,23520,35280,,,,,,,,,,,,,,,,66146.0,3/4/15,2015,4/22/16,
139,296 Throop Avenue,296,THROOP AVENUE,3,New Construction,HPD,1,947,2.0,1,32469,36300,2.0,32469.0,41460.0,,,,,,,,,,,,,31831.0,3/20/15,2015,5/1/18,
141,Soundview Family Housing,401,BRONX RIVER AVENUE,2,New Construction,HDC,1,861,19.0,1,30926,36300,2.0,30926.0,41460.0,,,,,,,,,,,,,50412.0,4/1/15,2015,10/12/16,
141,Soundview Family Housing,401,BRONX RIVER AVENUE,2,New Construction,HDC,2,1042,62.0,2,37166,41460,3.0,37166.0,46620.0,4.0,37166.0,51780.0,,,,,,,,,,50412.0,4/1/15,2015,10/12/16,
141,Soundview Family Housing,401,BRONX RIVER AVENUE,2,New Construction,HDC,3,1196,14.0,3,42892,46620,4.0,42892.0,51780.0,5.0,42892.0,55980.0,6.0,42892.0,60120.0,,,,,,,50412.0,4/1/15,2015,10/12/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,0,565,3.0,1,20743,24200,,,,,,,,,,,,,,,,104272.0,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,0,716,12.0,1,25920,30250,,,,,,,,,,,,,,,,104272.0,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,1,600,7.0,1,21978,24200,2.0,21978.0,27640.0,,,,,,,,,,,,,104272.0,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,1,769,34.0,1,27772,30250,2.0,27772.0,34550.0,,,,,,,,,,,,,104272.0,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,2,700,2.0,2,25440,27640,3.0,25440.0,31080.0,4.0,25440.0,34520.0,,,,,,,,,,104272.0,3/31/15,2015,12/16/16,
142,160 Madison Ave,160,MADISON AVENUE,1,New Construction,HPD,2,900,6.0,2,32298,34550,3.0,32298.0,38850.0,4.0,32298.0,43150.0,,,,,,,,,,104272.0,3/31/15,2015,12/16/16,
144,60 Jefferson Street,60,JEFFERSON STREET,3,New Construction,HPD,1,926,2.0,1,33772,36300,2.0,33772.0,41460.0,,,,,,,,,,,,,31366.0,4/3/15,2015,1/1/17,
145,1802 Crotona Avenue,1802,CROTONA AVENUE,2,New Construction,HPD,1,942,5.0,1,32297,36300,2.0,32297.0,41460.0,,,,,,,,,,,,,29418.0,4/2/15,2015,2/1/16,
145,1802 Crotona Avenue,1802,CROTONA AVENUE,2,New Construction,HPD,2,1060,6.0,2,36342,41460,3.0,36342.0,46620.0,4.0,36342.0,51780.0,,,,,,,,,,29418.0,4/2/15,2015,2/1/16,
146,207 West 115th Street,207,WEST 115 STREET,1,New Construction,HPD,1,675,9.0,1,30755,36300,2.0,30755.0,41460.0,,,,,,,,,,,,,51162.0,4/8/15,2015,9/1/16,
146,207 West 115th Street,207,WEST 115 STREET,1,New Construction,HPD,2,755,1.0,2,34526,41460,3.0,34526.0,46620.0,4.0,34526.0,51780.0,,,,,,,,,,51162.0,4/8/15,2015,9/1/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,0,755,8.0,1,27840,36240,,,,,,,,,,,,,,,,53198.0,4/10/15,2015,9/27/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,1,812,24.0,1,29863,36300,2.0,29863.0,38976.0,,,,,,,,,,,,,53198.0,4/10/15,2015,9/27/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,2,988,28.0,2,35932,41460,3.0,35932.0,46620.0,4.0,35932.0,47424.0,,,,,,,,,,53198.0,4/10/15,2015,9/27/16,
147,1016 Washington Avenue,1016,WASHINGTON AVENUE,2,New Construction,HDC,3,1134,4.0,3,41383,46620,4.0,41383.0,51780.0,5.0,41383.0,54432.0,6.0,41383.0,54432.0,,,,,,,53198.0,4/10/15,2015,9/27/16,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,0,703,1.0,1,25475,30250,,,,,,,,,,,,,,,,35103.0,4/10/15,2015,12/1/15,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,1,756,1.0,1,27326,30250,2.0,27326.0,34550.0,,,,,,,,,,,,,35103.0,4/10/15,2015,12/1/15,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,1,978,3.0,1,34938,39325,2.0,34938.0,44915.0,,,,,,,,,,,,,35103.0,4/10/15,2015,12/1/15,
148,570 Willoughby Avenue,570,WILLOUGHBY AVENUE,3,New Construction,HPD,2,1185,3.0,2,42069,44915,3.0,42069.0,50505.0,4.0,42069.0,56095.0,,,,,,,,,,35103.0,4/10/15,2015,12/1/15,
149,490 Myrtle Avenue,490,MYRTLE AVENUE,3,New Construction,HPD,0,816,5.0,1,29932,36300,,,,,,,,,,,,,,,,70317.0,4/11/15,2015,5/15/17,
149,490 Myrtle Avenue,490,MYRTLE AVENUE,3,New Construction,HPD,1,877,7.0,1,32092,36300,2.0,32092.0,41460.0,,,,,,,,,,,,,70317.0,4/11/15,2015,5/15/17,
149,490 Myrtle Avenue,490,MYRTLE AVENUE,3,New Construction,HPD,2,1064,7.0,2,38538,41460,3.0,38538.0,46620.0,4.0,38538.0,51780.0,,,,,,,,,,70317.0,4/11/15,2015,5/15/17,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,0,500,6.0,1,18515,24200,,,,,,,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,0,651,6.0,1,23692,30250,,,,,,,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,0,801,10.0,1,28835,36300,,,,,,,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,1,538,22.0,1,19852,24200,2.0,19852.0,27640.0,,,,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,1,699,22.0,1,25372,30250,2.0,25372.0,34550.0,,,,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,1,861,44.0,1,30926,36300,2.0,30926.0,41460.0,,,,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,2,655,22.0,2,23898,24640,3.0,23898.0,31080.0,4.0,23898.0,34520.0,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,2,849,22.0,2,30549,34550,3.0,30549.0,38850.0,4.0,30549.0,43150.0,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,2,1042,47.0,2,37166,41460,3.0,37166.0,46620.0,4.0,37166.0,51780.0,,,,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,3,749,5.0,3,27566,31080,4.0,27566.0,34520.0,5.0,27566.0,37320.0,6.0,27566.0,40080.0,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,3,972,5.0,3,35212,38850,4.0,35212.0,43150.0,5.0,35212.0,46650.0,6.0,35212.0,50100.0,,,,,,,61265.0,5/1/15,2015,8/17/16,
170,Livonia Commons,481,WILLIAMS AVE,3,New Construction,HDC,3,1196,12.0,3,42892,46620,4.0,42892.0,51780.0,5.0,42892.0,55980.0,6.0,42892.0,60120.0,,,,,,,61265.0,5/1/15,2015,8/17/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,378,2.0,1,15237,18150,2.0,15237.0,20750.0,,,,,,,,,,,,,46247.0,5/1/15,2015,2/1/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,522,11.0,1,20473,24200,2.0,20473.0,27640.0,,,,,,,,,,,,,46247.0,5/1/15,2015,2/1/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,666,19.0,1,25710,30250,2.0,25710.0,34550.0,,,,,,,,,,,,,46247.0,5/1/15,2015,2/1/16,
171,West Tremont Residences,92,WEST TREMONT AVENUE,2,New Construction,HPD,1,810,18.0,1,30946,36300,2.0,30946.0,41460.0,,,,,,,,,,,,,46247.0,5/1/15,2015,2/1/16,
172,605 West 42nd Street,605,WEST 42 STREET,1,New Construction,HPD,0,868,70.0,1,31132,36300,,,,,,,,,,,,,,,,90966.0,5/13/15,2015,4/12/18,
172,605 West 42nd Street,605,WEST 42 STREET,1,New Construction,HPD,1,931,120.0,1,33326,36300,2.0,33326.0,41460.0,,,,,,,,,,,,,90966.0,5/13/15,2015,4/12/18,
172,605 West 42nd Street,605,WEST 42 STREET,1,New Construction,HPD,2,1124,45.0,2,39978,41460,3.0,39978.0,46620.0,4.0,39978.0,51780.0,,,,,,,,,,90966.0,5/13/15,2015,4/12/18,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,1,693,6.0,1,26332,30250,2.0,26332.0,30250.0,,,,,,,,,,,,,57994.0,5/15/15,2015,8/11/16,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,1,851,25.0,1,31749,36300,2.0,31749.0,41460.0,,,,,,,,,,,,,57994.0,5/15/15,2015,8/11/16,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,2,842,5.0,2,31646,34550,3.0,31646.0,38850.0,4.0,31646.0,43150.0,,,,,,,,,,57994.0,5/15/15,2015,8/11/16,
173,169-30 Baisley Boulevard,169-30,BAISLEY BOULEVARD,4,New Construction,HPD,2,1031,17.0,2,38126,41460,3.0,38126.0,46620.0,4.0,38126.0,51780.0,,,,,,,,,,57994.0,5/15/15,2015,8/11/16,
174,37A Cooper Street,37A,COOPER STREET,3,New Construction,HPD,0,820,1.0,1,28115,36300,,,,,,,,,,,,,,,,30894.0,5/20/15,2015,4/1/16,
174,37A Cooper Street,37A,COOPER STREET,3,New Construction,HPD,1,940,1.0,1,32229,36300,2.0,32229.0,41460.0,,,,,,,,,,,,,30894.0,5/20/15,2015,4/1/16,
175,331 East Houston Street,331,EAST HOUSTON STREET,1,New Construction,HPD,0,847,5.0,1,30412,36300,,,,,,,,,,,,,,,,52569.0,6/8/15,2015,6/1/16,
175,331 East Houston Street,331,EAST HOUSTON STREET,1,New Construction,HPD,1,909,8.0,1,32572,36300,2.0,32572.0,41460.0,,,,,,,,,,,,,52569.0,6/8/15,2015,6/1/16,
175,331 East Houston Street,331,EAST HOUSTON STREET,1,New Construction,HPD,2,1101,3.0,2,39189,41460,3.0,39189.0,46620.0,4.0,39189.0,51780.0,,,,,,,,,,52569.0,6/8/15,2015,6/1/16,
178,423 East 117 Street,423,EAST 117 STREET,1,New Construction,HPD,0,776,1.0,1,26606,36300,,,,,,,,,,,,,,,,34419.0,6/12/15,2015,,
178,423 East 117 Street,423,EAST 117 STREET,1,New Construction,HPD,1,889,1.0,1,30480,36300,2.0,30480.0,41460.0,,,,,,,,,,,,,34419.0,6/12/15,2015,,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,0,655,27.0,1,23829,30250,,,,,,,,,,,,,,,,53696.0,7/2/15,2015,12/27/16,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,1,847,8.0,1,30446,36300,2.0,30446.0,41460.0,,,,,,,,,,,,,53696.0,7/2/15,2015,12/27/16,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,2,1024,5.0,2,36549,41460,3.0,36549.0,46620.0,4.0,36549.0,51780.0,,,,,,,,,,53696.0,7/2/15,2015,12/27/16,
181,Arthur Avenue Apartments,600,EAST 181 STREET,2,New Construction,HDC,3,1176,2.0,3,42206,46620,4.0,42206.0,51780.0,5.0,42206.0,55980.0,6.0,42206.0,60120.0,,,,,,,53696.0,7/2/15,2015,12/27/16,
182,382 Lefferts Avenue,382,LEFFERTS AVENUE,3,New Construction,HPD,0,1909,5.0,1,67406,96800,,,,,,,,,,,,,,,,43618.0,7/22/15,2015,1/4/18,
182,382 Lefferts Avenue,382,LEFFERTS AVENUE,3,New Construction,HPD,1,2047,28.0,1,72206,96800,2.0,72206.0,110560.0,,,,,,,,,,,,,43618.0,7/22/15,2015,1/4/18,
182,382 Lefferts Avenue,382,LEFFERTS AVENUE,3,New Construction,HPD,2,2465,13.0,2,86572,110560,3.0,86572.0,124320.0,4.0,86572.0,138080.0,,,,,,,,,,43618.0,7/22/15,2015,1/4/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,0,500,2.0,1,18515,24200,,,,,,,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,0,651,13.0,1,23692,30250,,,,,,,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,0,1621,61.0,1,56949,99825,,,,,,,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,1,538,5.0,1,19852,24200,2.0,19852.0,27640.0,,,,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,1,699,15.0,1,25372,30250,2.0,25372.0,34550.0,,,,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,1,2038,59.0,1,71280,99825,2.0,71280.0,114015.0,,,,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,2,655,1.0,2,23898,27640,3.0,23898.0,31080.0,4.0,23898.0,34520.0,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,2,849,14.0,2,30549,34550,3.0,30549.0,38850.0,4.0,30549.0,43150.0,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
183,City Point Tower I,70,FLEET STREET,3,New Construction,HDC,2,2455,30.0,2,85612,114015,3.0,85612.0,128205.0,4.0,85612.0,142395.0,,,,,,,,,,87754.0,7/26/15,2015,1/8/18,
186,331 Saratoga Avenue,331,SARATOGA AVENUE,3,New Construction,HPD,1,689,5.0,1,25029,30250,2.0,25029.0,34550.0,,,,,,,,,,,,,55019.0,8/5/15,2015,6/17/16,
